"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;Размер;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;МРРЦ;Фото;Описание
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-016/KT-67;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018330;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-016/KT-67  Маленькие Пираты КПБ Детский в кроватку Сатин  АльВиТек";4;803;1210;http://alvitek.com.ru/upload/iblock/1bd/1bd8e557052790e2fe24c9e00bdb7555.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-017/KT-85;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018347;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-017/KT-85  Зайка с Мишкой КПБ Детский в кроватку Сатин  АльВиТек";9;803;1210;http://alvitek.com.ru/upload/iblock/376/37600b6095d0aaa76a1a92db3959ee4d.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-018/KT-89;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018354;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-018/KT-89  Маленькая Принцесса  КПБ Детский в кроватку Сатин  АльВиТек";4;803;1210;http://alvitek.com.ru/upload/iblock/4e2/4e2ed4ab37837a44bb2f95aefba55373.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-020/KT-90;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018361;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-020/KT-90  Мишутки  КПБ Детский в кроватку Сатин  АльВиТек";6;803;1210;http://alvitek.com.ru/upload/iblock/7f5/7f5c8207be9754417a5534138ecea041.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-021/KT-84;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018378;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-021/KT-84  Пэчворг  КПБ Детский в кроватку Сатин  АльВиТек";7;803;1210;http://alvitek.com.ru/upload/iblock/79f/79f5aa19002f997a24e093821a33ce50.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-022/KT-87;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018385;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-022/KT-87  Котята  КПБ Детский в кроватку Сатин  АльВиТек";5;803;1210;http://alvitek.com.ru/upload/iblock/2aa/2aaecd8ab948c31741ac53df270602fd.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";Россия;;CДA-10-023/KT-88;;;;"40х60 (1шт.)";147х115;150х100;;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;4607048018392;;;;;"Тональность изделия может отличаться от фото";;;;Реактивная;;"CДA-10-023/KT-88 Слоники  КПБ Детский в кроватку Сатин  АльВиТек";4;803;1210;http://alvitek.com.ru/upload/iblock/55c/55c1076d254dc960308e949e060cac57.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-134;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568348;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-134  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";3;1819;2730;http://alvitek.com.ru/upload/iblock/ea5/ea5f66fc1a292a7cd326bb164e160db4.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-136;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568362;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-136  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";5;1819;2730;http://alvitek.com.ru/upload/iblock/fdf/fdf4ddab5eb0500cb63e31b37571addb.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-137;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568379;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-137  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";9;1819;2730;http://alvitek.com.ru/upload/iblock/23e/23e0d3cab5ae28a435b894ddf5bbb36a.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-138;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568386;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-138  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";8;1819;2730;http://alvitek.com.ru/upload/iblock/183/183caa7310d787f7b27de03c86c5b5e6.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-140;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568409;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-140  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";5;1819;2730;http://alvitek.com.ru/upload/iblock/475/475fbe08a207ff092d0ad831939d7ae0.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-142;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568423;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-142  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";5;1819;2730;http://alvitek.com.ru/upload/iblock/149/14955e0df1ff9f26d42648c6ae3ce0c9.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-143;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568430;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-143  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";1;1819;2730;http://alvitek.com.ru/upload/iblock/8f6/8f6d3ee94c43a58903c6e98af6994925.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-144;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568447;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-144  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";1;1819;2730;http://alvitek.com.ru/upload/iblock/98c/98c85398dbefb933af1e0cd91813d081.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-145;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568454;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-145  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";12;1819;2730;http://alvitek.com.ru/upload/iblock/888/888eff5251e04f4ec40a013e55ed5c1a.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-146;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568461;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-146  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";11;1819;2730;http://alvitek.com.ru/upload/iblock/b86/b8610de3d47b25e0b3f7f95e9e6156bc.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-147;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568478;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-147  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";8;1819;2730;http://alvitek.com.ru/upload/iblock/de3/de39d5e720af05d1e88c36a390af9fd7.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-149;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568492;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-149  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";6;1819;2730;http://alvitek.com.ru/upload/iblock/266/266e7e2b543702faeab613a41dd7355b.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-150;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568508;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-150  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";10;1819;2730;http://alvitek.com.ru/upload/iblock/aae/aaea8b5fa6856abd8d1d42d0d0995dea.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-151;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568515;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-151  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";5;1819;2730;http://alvitek.com.ru/upload/iblock/e92/e922858f4e415d6e3b908ef8720acd35.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-152;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568522;;;;;"Тональность изделия может отличаться от фото";;;;Пигментная;;"CA-4-152  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";4;1819;2730;http://alvitek.com.ru/upload/iblock/2f4/2f48902aee9bd5924738ee5cec250d46.jpeg;
